ProviderNumber,HospitalName,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Stateavg
20003F,TOGUS VA MEDICAL CENTER,AUGUSTA,ME,4330.0,BETHEL,2076238411.0,Acute Care - VA Medical Center,Government Federal,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,ME_HF-2
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,6504.0,NEW HAVEN,2036884242.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,CT_PN-7
201304,MOUNT DESERT ISLAND HOSPITAL,BAR HARBOR,ME,4609.0,HANCOCK,2072885081.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),ME_SCIP-INF-3
231323,SPECTRUM HEALTH - REED CITY CAMPUS,REED CITY,MI,49677.0,OSCEOLA,2318323271.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MI_SCIP-INF-2
50761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,91356.0,LOS ANGELES,8188810800.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),CA_SCIP-INF-6
231328,ALLEGAN GENERAL HOSPITAL,ALLEGAN,MI,49010.0,ALLEGAN,2696864101.0,Critical Access Hospitals,Voluntary non-profit - Other,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,MI_SCIP-VTE-1
110006,ST MARY'S HOSPITAL,ATHENS,GA,30606.0,CLARKE,7063893930.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),GA_SCIP-INF-6
51311,BIGGS GRIDLEY MEMORIAL HOSPITAL,GRIDLEY,CA,95948.0,BUTTE,5308465671.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,CA_HF-1
21311,KETCHIKAN GENERAL HOSPITAL,KETCHIKAN,AK,99901.0,KETCHIKAN GATEWAY,9072255171.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AK_PN-3B
250123,GARDEN PARK MEDICAL CENTER,GULFPORT,MS,39501.0,HARRISON,6018644210.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,MS_AMI-2
241305,RIVERWOOD HEALTHCARE CENTER,AITKIN,MN,56431.0,AITKIN,2189275501.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,MN_AMI-5
100211,PASCO REGIONAL MEDICAL CENTER,DADE CITY,MI,33525.0,PASCO,3525683174.0,Acute Care Hospitals,Proprietary,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,FL_CAC-2
10120,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36461.0,MONROE,2515753111.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3
100236,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,33952.0,CHARLOTTE,9416291181.0,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),FL_PN-6
261319,LINCOLN COUNTY MEDICAL CENTER,TROY,MO,63379.0,LINCOLN,6365288551.0,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),MO_HF-3
50025,UNIV OF CALIFORNIA SAN DIEGO MED CTR,SAN DIEGO,CA,92103.0,SAN DIEGO,6195436737.0,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,CA_AMI-4
260006,HEARTLAND REGIONAL MEDICAL CENTER,SAINT JOSEPH,MO,64506.0,BUCHANAN,8162716000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MO_AMI-1
240084,VIRGINIA REGIONAL MEDICAL CENTER,VIRGINIA,MN,55792.0,SAINT LOUIS,2187413340.0,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,MN_PN-5C
100142,JACKSON HOSPITAL,MARIANNA,FL,32446.0,JACKSON,8507182620.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,FL_PN-2
30078,PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,85016.0,MARICOPA,6022631200.0,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AZ_SCIP-CARD-2
251319,HOLMES COUNTY HOSPITAL AND CLINICS,LEXINGTON,MS,39095.0,HOLMES,6628341321.0,Critical Access Hospitals,Government - State,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MS_AMI-7A
250162,HANCOCK MEDICAL CENTER,BAY SAINT LOUIS,MS,39521.0,HANCOCK,2284678600.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MS_AMI-7A
150018,ELKHART GENERAL HOSPITAL,ELKHART,IN,46514.0,ELKHART,5742942621.0,Acute Care Hospitals,Government Federal,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,IN_AMI-8A
190102,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER; INC,LAFAYETTE,LA,70506.0,LAFAYETTE,3372892000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,LA_PN-2
110109,EMANUEL MEDICAL CENTER,SWAINSBORO,DE,30401.0,EMANUEL,4782891304.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,GA_HF-1
201310,BRIDGTON HOSPITAL,BRIDGTON,ME,4009.0,CUMBERLAND,2076476000.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,ME_SCIP-CARD-2
26007F,POPLAR BLUFF VA MEDICAL CENTER,POPLAR BLUFF,MO,63901.0,BUTLER,5736864151.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MO_AMI-4
150076,SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH,PLYMOUTH,IN,46563.0,MARSHALL,5749363181.0,Acute Care Hospitals,Voluntary non-profit - Church,No,Pneumonia,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,IN_SCIP-CARD-2
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,LEES SUMMIT,MO,64086.0,JACKSON,8163475000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,MO_PN-3B
220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,1040.0,HAMPDEN,4135342500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MA_SCIP-VTE-2
100047,CHARLOTTE REGIONAL MEDICAL CENTER,PUNTA GORDA,FL,33950.0,CHARLOTTE,9416393131.0,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,FL_SCIP-VTE-2
03012F,PHOENIX VA MEDICAL CENTER,PHOENIX,AZ,85012.0,MARICOPA,6022226444.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AZ_AMI-4
250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,MS,38834.0,ALCORN,6622937660.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MS_SCIP-VTE-2
241352,SPRINGFIELD MEDICAL CENTER MAYO HEALTH SYSTEM,SPRINGFIELD,MN,56087.0,BROWN,5077236201.0,Critical Access Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,MN_HF-1
100017,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,32114.0,VOLUSIA,3862544000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,FL_AMI-7A
140186,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,60901.0,KANKAKEE,8159331671.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),IL_PN-6
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,80538.0,LARIMER,9706242500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,CO_AMI-2
110146,SOUTHEAST GEORGIA HEALTH SYSTEM-CAMDEN CAMPUS,SAINT MARYS,GA,31558.0,CAMDEN,9125766401.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,GA_SCIP-INF-2
emygmk,ADVOCATE GOOD SAMARITAN HOSPITAL,DOWNERS GROVE,IL,60515.0,DUPAGE,6302755900.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,IL_PN-2
50426,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA,92804.0,ORANGE,7148273000.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),CA_SCIP-INF-3
250051,KILMICHAEL HOSPITAL,KILMICHAEL,MS,39747.0,MONTGOMERY,6622624311.0,Acute Care Hospitals,Government - Hospital District or Authority,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,MS_HF-1
230030,GRATIOT MEDICAL CENTER,ALMA,MI,48801.0,GRATIOT,9894631101.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,MI_CAC-3
230078,COMMUNITY HOSPITAL,WATERVLIET,MI,49098.0,BERRIEN,2694633111.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,MI_HF-4
50688,SAINT LOUISE REGIONAL HOSPITAL,GILROY,CA,95020.0,SANTA CLARA,4088482000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),CA_HF-3
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,STATESBORO,GA,30458.0,BULLOCH,9124861500.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,GA_HF-1
110230,EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,30097.0,CHATTOOGA,6784747000.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,GA_SCIP-VTE-2
140127,BROMENN HEALTHCARE,NORMAL,IL,61761.0,MCLEAN,3094541400.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,IL_PN-7
180021,PINEVILLE COMMUNITY HOSPITAL,PINEVILLE,KY,40977.0,BELL,6063373051.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),KY_AMI-3
181304,TRIGG COUNTY HOSPITAL,CADIZ,KY,42211.0,TRIGG,2705223215.0,Critical Access Hospitals,Government - Local,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,KY_SCIP-CARD-2
140095,SAINT ANTHONY HOSPITAL,CHICAGO,IL,60623.0,COOK,7735211710.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,IL_SCIP-CARD-2
230236,METRO HEALTH HOSPITAL,CLARKSDALE,MI,49519.0,KENT,6162524761.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),MI_SCIP-INF-6
41318,BOONEVILLE COMMUNITY HOSPITAL,BOONEVILLE,AR,72927.0,LOGAN,4796752800.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AR_SCIP-VTE-2
111319,SYLVAN GROVE HOSPITAL,JACKSON,GA,30233.0,BUTTS,7707757861.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,GA_PN-2
100069,UNIVERSITY COMMUNITY HOSPITAL AT CARROLLWOOD,EGYPT LAKE,FL,33614.0,HILLSBOROUGH,8139322222.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,FL_SCIP-INF-1
180036,OUR LADY OF BELLEFONTE HOSPITAL,ASHLAND,KY,41101.0,GREENUP,6068333600.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,KY_SCIP-INF-2
50159,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,93003.0,VENTURA,8056526075.0,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),CA_HF-3
31304,PAGE HOSPITAL,PAGE,AZ,86040.0,COCONINO,6286452424.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AZ_AMI-3
251319,HOLMES COUNTY HOSPITAL AND CLINICS,LEXINGTON,MS,39095.0,HOLMES,6628341321.0,Critical Access Hospitals,Government - State,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MS_AMI-1
140059,JERSEY COMMUNITY HOSPITAL,JERSEYVILLE,IL,62052.0,JERSEY,6184986402.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,IL_SCIP-INF-1
241364,COMMUNITY MEMORIAL HOSPITAL,CLOQUET,MN,55720.0,CARLTON,2188794641.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,MN_SCIP-CARD-2
31301,BENSON HOSPITAL,BENSON,AZ,85602.0,COCHISE,7068232201.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AZ_SCIP-INF-4
140115,THOREK MEMORIAL HOSPITAL,CHICAGO,IL,60613.0,COOK,3125256780.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,IL_HF-2
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,RULEVILLE,MS,38771.0,SUNFLOWER,6627562711.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MS_SCIP-VTE-2
161345,OSCEOLA COMMUNITY HOSPITAL,SIBLEY,IA,51249.0,OSCEOLA,7127542574.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),IA_HF-3
110163,PALMYRA MEDICAL CENTERS,ALBANY,GA,31701.0,DOUGHERTY,2294342000.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),GA_AMI-3
50682,KINGSBURG MEDICAL CENTER,KINGSBURG,CA,93631.0,FRESNO,5598975841.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CA_AMI-5
100150,LOWER KEYS MEDICAL CENTER,KEY WEST,FL,33040.0,MONROE,3052945531.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),FL_SCIP-INF-3
100307,ST LUKE'S HOSPITAL,JACKSONVILLE,FL,32215.0,DUVAL,9043088446.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,AMI-3,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),FL_SCIP-INF-6
50096,DOCTORS HOSPITAL OF WEST COVINA; INC,WEST COVINA,CA,91790.0,LOS ANGELES,6263388481.0,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,CA_AMI-4
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,SAULT SAINTE MARIE,MI,49783.0,CHIPPEWA,9066354460.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MI_AMI-8A
241347,SANFORD CANBY MEDICAL CENTER,CANBY,MN,56220.0,YELLOW MEDICINE,5072237277.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),CA_AMI-8A
40026,ST JOSEPHS MERCY HEALTH CENTER INC,HOT SPRINGS,AR,71903.0,GARLAND,5016221000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AR_SCIP-CARD-2
